#{"t_start": 1732012142.142572, "env_id": "None"}
r,l,t
-7644.61263,20,2400.33608
-8824.13737,20,2400.96946
-7921.386719,20,2401.620954
-13129.964193,20,2402.251163
-7550.94401,20,2402.93428
-7715.576172,20,2403.600402
-7916.585286,20,2404.253586
-13786.295573,20,2404.906759
-7333.577474,20,2405.572379
-7863.36263,20,2406.291683
-6878.173828,20,2407.06558
-7413.167318,20,2407.864714
-10215.332031,20,2408.553742
-6187.906901,20,2409.259191
-10633.870443,20,2409.996656
-9934.651693,20,2410.698249
-17619.710286,20,2411.350116
-7192.952474,20,2412.05513
-8477.294922,20,2412.728389
-7118.815104,20,2413.511133
-8238.44401,20,2414.177671
-7857.666016,20,2414.855671
-7255.289714,20,2415.516339
-14234.130859,20,2416.292951
-22408.365885,20,2417.042473
-8784.586589,20,2417.792149
-7734.944661,20,2418.458439
-6725.097656,20,2419.124559
-6359.049479,20,2419.940927
-16529.785156,20,2420.674528
-9798.502604,20,2421.373384
-10456.94987,20,2422.074478
-6976.236979,20,2422.989132
-6728.597005,20,2423.855256
-8939.778646,20,2424.55472
-8568.033854,20,2425.187765
-22190.429688,20,2426.028503
-13209.065755,20,2426.804091
-8965.413411,20,2427.52002
-9410.07487,20,2428.202767
-7206.461589,20,2428.927731
-7838.297526,20,2429.619978
-15935.221354,20,2430.301381
-9470.296224,20,2430.98686
-7858.154297,20,2431.688475
-12079.915365,20,2432.337481
-11044.921875,20,2433.017067
-10890.70638,20,2433.834695
-31232.747396,20,2434.53709
-8220.133464,20,2435.200094
-9257.73112,20,2435.86954
-7187.093099,20,2436.586671
-10158.284505,20,2437.288121
-15208.821615,20,2437.989313
-8248.535156,20,2438.672755
-12301.920573,20,2439.43244
-7945.068359,20,2440.50043
-16535.888672,20,2441.635315
-11852.294922,20,2442.685005
-9756.347656,20,2443.690495
-7246.01237,20,2444.669427
-17004.150391,20,2445.38754
-10008.138021,20,2446.113003
-10711.01888,20,2446.864262
-7596.516927,20,2447.660138
-9517.578125,20,2448.397845
-6803.304036,20,2449.097048
-10704.264323,20,2449.845386
-9556.152344,20,2450.680528
-8415.934245,20,2451.443808
-14973.876953,20,2452.190455
-8248.209635,20,2452.934633
-8767.089844,20,2453.836017
-7679.52474,20,2454.697948
-8599.772135,20,2455.626006
-14443.929036,20,2456.474719
-11368.815104,20,2457.279964
-7940.917969,20,2458.296541
-9532.552083,20,2459.154396
-6887.613932,20,2459.925236
-8504.557292,20,2460.620558
-9012.207031,20,2461.858866
-16299.072266,20,2462.897062
-11341.634115,20,2464.02102
-12737.792969,20,2464.947869
-9062.825521,20,2523.907283
-10293.619792,20,2524.663302
-9585.77474,20,2525.403346
-7351.318359,20,2526.186391
-7103.841146,20,2526.872518
-8752.441406,20,2527.656466
-11074.30013,20,2528.453529
-8873.209635,20,2529.142548
-7763.102214,20,2529.8446
-7701.334635,20,2530.600644
-9608.723958,20,2531.357668
-13206.705729,20,2532.012704
-9859.781901,20,2532.720759
-10635.172526,20,2533.443783
-8707.438151,20,2534.164382
-9530.924479,20,2534.857414
-9546.79362,20,2535.638454
-6751.139323,20,2536.431499
-7161.458333,20,2537.101535
-6991.210938,20,2537.796586
-7440.511068,20,2538.551638
-8029.134115,20,2539.304678
-7724.853516,20,2540.090712
-7425.211589,20,2540.867858
-7776.936849,20,2541.683787
-21490.559896,20,2542.389827
-6397.786458,20,2543.203883
-9681.315104,20,2544.138919
-10484.619141,20,2544.96798
-8872.965495,20,2545.788011
-11711.914062,20,2546.652057
-6417.317708,20,2547.511153
-7934.570313,20,2548.242157
-11346.435547,20,2549.073187
-7433.75651,20,2549.908237
-8377.604167,20,2550.719299
-10539.469401,20,2551.438318
-14101.236979,20,2552.2144
-7695.719401,20,2552.946413
-7969.401042,20,2553.76145
-7010.091146,20,2554.582504
-8027.099609,20,2555.300533
-9212.727865,20,2556.011571
-11577.067057,20,2556.774613
-7533.854167,20,2557.67366
-17385.904948,20,2558.369787
-13853.434245,20,2559.031733
-17339.68099,20,2559.762774
-14779.134115,20,2560.496896
-7449.38151,20,2561.175857
-7368.408203,20,2561.854976
-7129.720052,20,2562.543931
-7585.77474,20,2563.252962
-22829.264323,20,2563.891998
-10323.730469,20,2564.54212
-7574.21875,20,2565.247072
-7884.928385,20,2565.89722
-14202.880859,20,2566.569145
-9500.08138,20,2567.24818
-8622.070312,20,2567.923297
-14400.227865,20,2568.597272
-18365.885417,20,2569.214288
-8197.509766,20,2569.896339
-7771.647135,20,2570.553361
-7036.621094,20,2571.20649
-7021.728516,20,2571.84452
-7565.999349,20,2572.53447
-24544.759115,20,2573.194506
-10865.885417,20,2573.835634
-28430.664063,20,2574.45066
-7897.298177,20,2575.106612
-6875.244141,20,2575.779648
-10699.544271,20,2576.520685
-7531.33138,20,2577.152809
-13713.704427,20,2577.862761
-7091.308594,20,2578.596818
-13457.19401,20,2579.269838
-7663.248698,20,2580.006877
-11000.651042,20,2580.647912
-39321.370443,20,2581.334951
-8756.754557,20,2582.033994
-9316.650391,20,2582.698025
-6751.871745,20,2583.454066
-7772.705078,20,2584.142108
-7771.484375,20,2584.779139
-11145.589193,20,2585.452174
-9434.082031,20,2586.212215
-6781.901042,20,2586.917255
-31826.660156,20,2587.546288
-7521.240234,20,2588.164321
-6992.513021,20,2588.832361
-16214.84375,20,2589.453394
-9503.580729,20,2590.061427
-14614.257812,20,2590.68646
-7496.582031,20,2591.298492
-6633.789063,20,2591.95253
-7367.35026,20,2592.564646
-9044.759115,20,2593.153594
-10981.852214,20,2593.758627
-7061.848958,20,2594.385662
-21654.785156,20,2595.093702
-9830.647786,20,2595.748737
-7479.817708,20,2644.687551
-11446.289062,20,2645.30159
-10227.376302,20,2645.977645
-6457.763672,20,2646.609573
-7527.50651,20,2647.250607
-7073.811849,20,2647.862728
-6917.480469,20,2648.49278
-8629.638672,20,2649.140712
-9834.147135,20,2649.802854
-7923.665365,20,2650.457784
-8945.14974,20,2651.077903
-9252.604167,20,2651.707818
-10546.95638,20,2652.375876
-8130.208333,20,2652.984973
-8752.522786,20,2653.595921
-7827.880859,20,2654.210053
-9824.30013,20,2654.836988
-9836.588542,20,2655.438021
-8733.072917,20,2656.08514
-8641.520182,20,2656.688176
-8760.660807,20,2657.296121
-8484.29362,20,2657.913157
-8732.503255,20,2658.500186
-7453.857422,20,2659.142238
-7966.471354,20,2659.757343
-8212.402344,20,2660.438294
-6557.128906,20,2661.077415
-9740.966797,20,2661.692363
-7922.526042,20,2662.316396
-7076.009115,20,2662.932431
-10710.9375,20,2663.551464
-7287.597656,20,2664.171498
-21540.039063,20,2664.800532
-7826.416016,20,2665.416567
-7548.746745,20,2666.033597
-7185.628255,20,2666.636631
-9297.607422,20,2667.231756
-9292.643229,20,2667.815697
-7766.845703,20,2668.440732
-8937.744141,20,2669.050785
-7318.359375,20,2669.650882
-6694.824219,20,2670.267831
-14611.897786,20,2670.877954
-8349.609375,20,2671.478897
-9056.070964,20,2672.072932
-7212.809245,20,2672.677961
-10799.153646,20,2673.284995
-11210.9375,20,2673.879028
-17192.871094,20,2674.485151
-7376.953125,20,2675.077094
-7667.399089,20,2675.691126
-12229.980469,20,2676.283157
-6882.73112,20,2676.875192
-9125.16276,20,2677.552323
-10570.14974,20,2678.172264
-13283.284505,20,2678.786296
-7971.761068,20,2679.386329
-17938.476562,20,2679.996454
-9732.421875,20,2680.592483
-6200.683594,20,2681.183426
-9024.658203,20,2681.797459
-7213.216146,20,2682.430496
-8166.829427,20,2683.037548
-7191.650391,20,2683.641646
-7147.542318,20,2684.250679
-10124.023437,20,2684.872629
-7114.908854,20,2685.509682
-12344.563802,20,2686.117792
-10358.317057,20,2686.72173
-8388.671875,20,2687.344761
-7173.828125,20,2687.942794
-7440.348307,20,2688.56483
-6651.855469,20,2689.18196
-12208.740234,20,2689.800982
-15612.386068,20,2690.407016
-9932.617187,20,2691.017967
-9995.768229,20,2691.612082
-14238.525391,20,2692.233029
-9300.86263,20,2692.826147
-7319.905599,20,2693.409191
-7911.621094,20,2694.032128
-7423.665365,20,2694.712164
-6742.02474,20,2695.325198
-20370.768229,20,2695.944232
-7580.322266,20,2696.530265
-8365.804036,20,2697.142298
-10823.567708,20,2697.747417
-5835.449219,20,2698.357368
-15187.174479,20,2698.9904
-8063.557943,20,2699.604433
-18837.483724,20,2700.219563
-12241.048177,20,2700.828597
-14854.654948,20,2701.447618
-10900.797526,20,2702.065659
-8150.472005,20,2702.662693
-6716.064453,20,2703.256716
-7808.51237,20,2703.857665
-18250.813802,20,2704.454695
-10219.075521,20,2705.060733
-12122.395833,20,2705.673762
-8709.065755,20,2706.292798
-7082.926432,20,2706.910917
-12611.002604,20,2753.039086
-7246.09375,20,2753.619112
-14205.403646,20,2754.226055
-23029.134115,20,2754.825191
-7155.680339,20,2755.444223
-7059.326172,20,2756.039155
-7069.091797,20,2756.733192
-8343.75,20,2757.328228
-20593.017578,20,2757.966274
-6931.315104,20,2758.579294
-7094.726563,20,2759.17843
-6976.48112,20,2759.78236
-6421.223958,20,2760.392485
-10623.453776,20,2760.984428
-14371.907552,20,2761.605461
-11993.164062,20,2762.219493
-12013.346354,20,2762.830526
-9978.027344,20,2763.437561
-11104.654948,20,2764.036681
-10553.629557,20,2764.642724
-15583.414714,20,2765.273659
-6989.339193,20,2765.864787
-17115.315755,20,2766.483818
-8637.288411,20,2767.093857
-9648.51888,20,2767.717794
-7306.315104,20,2768.338828
-22752.766927,20,2768.955996
-7838.378906,20,2769.565125
-11155.029297,20,2770.218064
-11604.085286,20,2770.838098
-6282.470703,20,2771.483134
-9665.120443,20,2772.110259
-11123.372396,20,2772.7052
-6924.886068,20,2773.417239
-7368.001302,20,2774.021272
-7441.894531,20,2774.612304
-11439.778646,20,2775.237432
-8643.066406,20,2775.876476
-6252.685547,20,2776.496408
-8809.163411,20,2777.090528
-9466.471354,20,2777.695474
-6219.156901,20,2778.297504
-9548.746745,20,2778.901537
-7453.20638,20,2779.504672
-9758.626302,20,2780.131606
-9429.036458,20,2780.767739
-7504.313151,20,2781.400678
-11397.786458,20,2782.034811
-6297.363281,20,2782.641846
-16524.495443,20,2783.254878
-8010.904948,20,2783.85981
-9967.936198,20,2784.45584
-7825.358073,20,2785.067876
-7487.548828,20,2785.660908
-8014.567057,20,2786.25894
-14989.013672,20,2786.875063
-16001.708984,20,2787.493107
-8371.907552,20,2788.10404
-15628.499349,20,2788.727164
-7121.01237,20,2789.331109
-6635.416667,20,2789.967228
-10147.379557,20,2790.727184
-11233.886719,20,2791.37522
-12461.263021,20,2792.423278
-16504.557292,20,2794.271378
-7764.973958,20,2795.23143
-10795.166016,20,2796.119479
-8036.295573,20,2797.003528
-6400.797526,20,2797.687565
-7911.132813,20,2799.449663
-7587.646484,20,2800.717731
-8643.229167,20,2801.799788
-7387.532552,20,2802.91185
-7317.382813,20,2803.860902
-16857.421875,20,2804.819968
-7925.537109,20,2806.37104
-7077.148438,20,2807.509102
-9912.516276,20,2808.286142
-13520.751953,20,2809.035185
-7536.132813,20,2809.968236
-6294.433594,20,2810.895286
-9613.769531,20,2811.728354
-9647.379557,20,2812.41637
-9640.055339,20,2813.159422
-8407.307943,20,2813.864547
-32894.53125,20,2814.61749
-10736.490885,20,2815.446548
-11054.85026,20,2816.281582
-6679.60612,20,2817.035625
-7036.702474,20,2817.925671
-7365.885417,20,2818.655709
-14444.010417,20,2819.534757
-14216.878255,20,2820.3038
-9052.327474,20,2821.106845
-8501.139323,20,2821.883905
-6085.449219,20,2822.759934
-7069.986979,20,2823.62598
-22622.639974,20,2824.367028
-9392.171224,20,2825.111097
-11202.555339,20,2825.8451
-6799.072266,20,2826.548139
-10013.264974,20,2828.372243
-10409.179688,20,2829.715273
-11884.928385,20,2900.786155
-10070.39388,20,2901.78021
-8343.505859,20,2902.538335
-7936.930339,20,2903.313294
-15751.302083,20,2904.262343
-7151.123047,20,2905.184394
-8342.041016,20,2906.134445
-8587.565104,20,2906.964489
-6795.247396,20,2907.766547
-7162.190755,20,2908.622594
-9191.40625,20,2909.544631
-8070.882161,20,2910.453678
-7091.959635,20,2911.213722
-14583.902995,20,2912.221782
-10849.772135,20,2913.106856
-8979.003906,20,2914.046875
-7365.885417,20,2914.931926
-14147.216797,20,2915.666964
-10765.78776,20,2916.326001
-28561.930339,20,2917.004061
-9915.445964,20,2917.691075
-8326.497396,20,2918.314109
-7644.775391,20,2919.015156
-6990.641276,20,2919.865202
-11101.806641,20,2920.823248
-7289.14388,20,2921.760298
-7440.511068,20,2922.466336
-18701.253255,20,2923.100368
-10027.099609,20,2923.730494
-7755.777995,20,2924.364437
-9236.572266,20,2925.12648
-8066.813151,20,2925.904524
-8743.489583,20,2926.728593
-9978.271484,20,2927.49663
-8520.182292,20,2928.293653
-7827.392578,20,2929.128698
-6619.710286,20,2929.89274
-8131.591797,20,2930.993802
-22720.540365,20,2931.916854
-6204.589844,20,2932.901905
-8100.179036,20,2933.839958
-10425.130208,20,2934.925017
-38819.010417,20,2935.825067
-7764.160156,20,2936.747115
-20652.34375,20,2937.690169
-40312.093099,20,2938.491211
-8250.08138,20,2939.17725
-7029.785156,20,2939.855283
-7325.113932,20,2940.885343
-27211.181641,20,2941.694386
-11913.574219,20,2942.494443
-14659.912109,20,2943.152466
-7474.527995,20,2943.879507
-9889.892578,20,2944.669548
-10364.908854,20,2945.410594
-9503.011068,20,2946.057712
-8409.261068,20,2947.079686
-6150.472005,20,2947.904727
-10200.113932,20,2948.913791
